timestamp,vnindex_close,composite_health,health_signal,volatility,agreement,f4_fib_retracement,f2_sar_dist,f3_atr_stop_dist,f1_dist_long_ma,f3_mae
2016-03-24,570.66,0.0,0.0,0.10840306037380874,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-25,572.08,0.0,0.0,0.1055183946592192,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-28,575.72,0.0,0.0,0.10373691646354312,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-29,568.2801,0.0,0.0,0.10326262756995237,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-30,569.91,0.0,0.0,0.11409931994123534,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-31,561.22,0.0,0.0,0.10805545021862042,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,558.43,0.0,0.0,0.13197096496944766,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-04,555.82,0.0,0.0,0.14580166872469938,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-05,560.32,0.0,0.0,0.14792141209573675,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-06,567.79,0.0,0.0,0.14023494039151368,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-07,571.6,-0.16197234239675326,0.0,0.13454117036411073,0.6,-0.45882833245742055,-0.004131628216409789,0.4454712022435936,-0.09975563558023884,-0.6926173179732906
2016-04-08,572.3401,0.18365587226440544,0.0,0.12671688399298497,0.6,0.17518954308481913,0.5720360380853006,-0.10639932465876634,0.12776260942892106,0.14969049538175266
2016-04-11,579.27,0.6535819932428147,0.0,0.12064682517113003,0.6,0.9779256275083525,1.3620428899903028,-0.6994442307340457,0.4162992901722069,1.2110863892772572
2016-04-12,579.8401,0.47665602887390063,0.0,0.11640627152689212,0.6,0.7189364251916707,0.9691445205309288,-0.4452404835587386,0.27535570275876636,0.8650839794468759
2016-04-13,578.02,0.4433437100194857,0.0,0.11326623049597631,0.6,0.696856724633164,0.8846948125882966,-0.43033144222555125,0.23226927231683808,0.833229182784681
2016-04-14,579.49,0.6249841688788254,0.0,0.10661397110250072,0.6,1.2376122060889163,1.1130043427791547,-0.9609408029654267,0.48282594379672517,1.2524191546947567
2016-04-15,579.86,0.5811025991265856,0.0,0.1038812701960016,0.6,1.0082218896687036,1.03860327860483,-0.711950268900907,0.3516748382444291,1.218963258015872
2016-04-19,568.2801,-0.5870306828873084,0.0,0.10183927266319508,0.6,-0.9017181278304883,-1.0102303236086185,0.807723302814332,-0.4732573181212909,-1.3576709476904762
2016-04-20,568.0301,-0.8293219437388415,0.0,0.13551506871604144,0.6,-0.9280523449098961,-2.0964866339864416,0.7737554857550546,-0.510614023244428,-1.3852122023084963
2016-04-21,575.73,-0.41703434831596337,0.0,0.12643694006574555,0.6,-0.20799004784182723,-1.3331733644542663,0.1066664957895179,-0.22859864961988768,-0.4220761754533533
2016-04-22,592.48,0.482878222229863,0.0,0.12074313465020783,0.6,1.073473773535613,0.6747583022160482,-0.8697359095153271,0.2834757902182239,1.2524191546947567
2016-04-25,591.58,0.5665370826886578,0.0,0.11887749490662401,0.6,1.254411824224441,0.82674949962351,-0.8331687190898432,0.33227365399042375,1.2524191546947567
2016-04-26,598.48,0.6472935960829029,0.0,0.11173040439389019,0.6,1.2183718756239048,1.3312960293360858,-1.1859526507504312,0.6203335715101986,1.2524191546947567
2016-04-27,593.96,0.5643269553563127,0.0,0.10859255886807573,0.6,1.0645082057597126,0.8250319580370857,-0.8037766210075517,0.502214387900549,1.2336568460917678
2016-04-28,591.67,0.29866912267877166,0.0,0.10487606776132258,0.6,0.65530301900358,0.2191489833062368,-0.2523151956067109,0.2600827390415999,0.6111260676491521
2016-04-29,598.37,0.6121180498413761,0.0,0.10708795524359897,0.6,1.1557134259469746,0.9043512094904117,-0.8323993687873518,0.5805058278620893,1.2524191546947567
2016-05-04,599.07,0.5896926986813857,0.0,0.10492683002601012,0.6,1.1259320149106482,0.8236294391756155,-0.8776522254723877,0.6241351100982958,1.2524191546947567
2016-05-05,601.51,0.6676279822664364,0.0,0.0998579236872611,0.6,1.097771519437898,1.2550913152507412,-0.8959252766998229,0.6287831986486087,1.2524191546947567
2016-05-06,606.52,0.639896852664636,0.0,0.09502965840654767,0.6,0.9415891771313135,1.285100220908452,-0.6665483352175492,0.5224037460350948,1.1169394544658693
2016-05-09,603.85,-0.1030424797395521,0.0,0.09257799401717458,0.2,-0.014740472663404827,-0.882096774579299,0.07823010170113304,0.1623002474561767,0.14109449938763352
2016-05-10,605.05,-0.4023524893616,0.0,0.10150113338700249,0.2,-0.3668295939547046,-1.7701220691734016,0.34280535376668947,0.007653654149977897,-0.22526979159656071
2016-05-11,614.06,0.443490460170645,0.0,0.10092452486425292,0.6,0.8498961675861587,0.43079608171998063,-0.4532314119689968,0.3701336278620202,1.0198578356540617
2016-05-12,612.12,0.5657455154588481,0.0,0.09992028575893105,0.6,1.007689389288,0.6296002918039018,-0.3620886157803047,0.3800715253191376,1.1734549866635058
2016-05-13,610.82,0.2669212146228057,0.0,0.0949864381517868,0.6,0.5402422069543107,-0.2502053030057765,0.16996693815872863,0.18515377582848927,0.6894484551782766
2016-05-16,615.7801,0.3743560518200718,0.0,0.09646525479561502,1.0,0.5990780316298716,0.08011665538775332,0.28195719107524947,0.1662509407307295,0.7443774402767553
2016-05-17,624.75,0.7684825464298988,0.0,0.09156165447689674,0.6,1.0530382520990502,1.6755364710396374,-0.7440425578115667,0.6577618668078049,1.2001187000145677
2016-05-18,622.45,0.6997096991626561,0.0,0.09338398814928739,0.6,1.0301136472261003,1.2965444201859475,-0.601098185576923,0.6034316321427562,1.1695569818353995
2016-05-19,619.2,0.6082176526812674,0.0,0.08896897280336928,0.6,1.0082040847885312,0.8412341395108993,-0.4938571501172187,0.5449784294561646,1.1405287597679603
2016-05-20,614.81,0.47699852865177716,0.0,0.08536375465734734,0.6,0.8386757138779098,0.42517061000403095,-0.27283306328261386,0.43763682598984327,0.9563425566697155
2016-05-23,611.0301,0.30258668858670984,0.0,0.08418733150438461,1.0,0.28759446072106293,0.24356751821114264,0.08490686858280452,0.2826006875056057,0.6142639079129334
2016-05-24,611.62,0.38322266995839405,0.0,0.08520278397413378,0.2,0.7568530157207943,-0.03763033824402327,-0.09445402398889728,0.3454605075320042,0.9458841887720923
2016-05-25,611.89,0.5392164921122317,0.0,0.08271267875594625,0.6,0.9678317109688168,0.5007161905354324,-0.22751524007025092,0.38624563673345136,1.068804162393709
2016-05-26,604.3401,-0.39259507784410785,0.0,0.08029489705586587,0.6,-0.9657332986391689,-1.4847803393407852,0.6558517322869667,-0.03753689204100852,-0.1307765914865432
2016-05-27,608.11,0.49221189322151176,0.0,0.09311066092272442,1.0,0.5861419806752434,0.8247242028001293,0.004081335837585287,0.2260785625386668,0.820033384255934
2016-05-30,614.5,0.7127583277858491,0.0,0.0917879954870459,0.6,0.9702410608498278,1.6755364710396374,-0.656738828633567,0.5291206193886717,1.0456323162846755
2016-05-31,618.44,0.6536734042828884,0.0,0.09118834719826699,0.6,0.95177235776237,1.6755364710396374,-1.1915868618545973,0.8096494220969461,1.0229956323700855
2016-06-01,619.86,0.5340025938076016,0.0,0.09056219631594309,0.6,0.9339935509708625,1.2021390101883396,-1.3910510009717338,0.9236660827775888,1.0012653260729512
2016-06-02,623.37,0.4433921960972845,0.0,0.0882738340259553,0.6,0.9168613868409471,1.1174407214511175,-2.071301752819522,1.2735808000400466,0.9803798249738329
2016-06-03,621.88,0.37557620989481344,0.0,0.08918740548898842,0.6,0.9003363304964213,0.6947373853392873,-1.9600635425320574,1.2825875830124371,0.9602832931579787
2016-06-06,620.05,0.19483233542171055,0.0,0.08626490717196741,0.6,0.5311930482847719,0.26302596466041533,-1.3089875022621298,1.034477469610994,0.4544526968145011
2016-06-07,624.65,0.40560655337380813,0.0,0.08879545322334098,0.6,0.8805550791741088,0.8079552790546991,-1.9496221494399986,1.3509290458095544,0.9382155122706768
2016-06-08,627.87,0.45278736673708553,0.0,0.08948603496158312,0.6,0.8653610612173565,1.0293747692452155,-2.091923581685105,1.5413411343423218,0.9197834505656386
2016-06-09,631.26,0.5020970130453997,0.0,0.08891099299161459,0.6,0.8506601572897082,1.1410720610790652,-2.091923581685105,1.7086915095695956,0.901984918973734
2016-06-10,629.8401,0.44074169157353227,0.0,0.08843412924475512,0.6,0.8364252968796915,0.8994718549896364,-2.091923581685105,1.6749522979011982,0.8847825897822401
2016-06-13,623.58,-0.18616928468426894,0.0,0.08570266881073241,0.6,-0.1115893187318031,-0.20971492276440468,-1.0632975623257688,1.128881220595652,-0.6751258401950202
2016-06-14,625.43,0.12014737372517059,0.0,0.10160128207095591,0.6,0.3039226359346934,0.22826377477240709,-1.158110130726601,1.2129980837173349,0.013662504928018819
2016-06-15,627.02,0.2928036575173404,0.0,0.09804653109168879,0.6,0.6708028168964538,0.1102271579645704,-1.2099098150267922,1.2686875422708042,0.6242105854816656
2016-06-16,625.11,0.5171255671437407,0.0,0.0947071127905739,0.6,0.8266441794435451,0.7413914741390081,-1.1893434691713758,1.3199891044269074,0.8869465468806185
2016-06-17,619.25,0.09603521772034415,0.0,0.09183411852500256,0.2,0.08862924625513835,0.025303037641320268,-0.16892316176620778,0.9041798504427272,-0.36901288397125737
2016-06-20,626.46,0.6923852334534266,0.0,0.10224520827783362,0.6,0.8196462558266164,1.455463718920647,-0.9903863460603285,1.2922351105040943,0.8849674280761033
2016-06-21,628.0,0.5646148348776177,0.0,0.10265009229783129,0.6,0.8068581886740904,0.8066324526035878,-0.9395697127024786,1.2799761410974433,0.8691771047154453
2016-06-22,626.41,0.5995303421803388,0.0,0.09795070786002782,0.6,0.7944307350954777,1.010925872736175,-0.9539705579819774,1.2924037555416845,0.8538619055103341
2016-06-23,632.27,0.5639849376689268,0.0,0.0942209819892532,0.6,0.7823465714999516,1.1489283795127285,-1.4405714789053503,1.4902240895317198,0.8389971267055837
2016-06-24,620.77,-0.8210452310741266,0.0,0.09365824722290088,0.2,-1.0697547707417685,-1.8655847768794918,0.6678881572664186,0.6000295112552425,-2.4378042762710335
2016-06-27,621.27,-1.122329969818235,0.0,0.1322252492999137,0.2,-2.006181040850076,-2.3336624585671086,1.4888359322018638,0.23935771812414697,-3.0
2016-06-28,622.2,-0.9944063450843952,0.0,0.13623361516009636,0.2,-1.6414096971691652,-2.2150824919248775,1.0499653038346242,0.3747014145064709,-2.540206254669028
2016-06-29,630.12,0.19841437827020886,0.0,0.1279047179765586,0.6,0.2170483837294415,0.19469128632050023,-0.5901826453300658,1.016822843125908,0.1536920235052602
2016-06-30,632.26,0.019308057586529634,0.0,0.12801971336809048,0.6,-0.069757088427726,-0.19229143258768763,-0.30570076281536435,0.8438773224503132,-0.17958775068688704
2016-07-01,640.3,0.46612722206965496,0.0,0.12285405555732694,0.6,0.7428157832382354,0.6574809082218562,-0.8376002316385317,1.0028710317453595,0.7650686187813551
2016-07-04,647.96,0.504271217250976,0.0,0.1173129649167921,0.6,0.8363150032534885,1.2391457072268075,-1.837974541520622,1.4100482840031519,0.8738216332920542
2016-07-05,650.88,0.4179180981998518,0.0,0.11635526246324836,0.6,0.8243077723318228,0.8255552781443493,-1.8171327931342358,1.3968946947996395,0.8599655388576835
2016-07-06,649.46,0.3638975962379263,0.0,0.10996331186447608,0.6,0.8126152036586182,0.7254924754013445,-2.0743437561983207,1.5092364023746403,0.8464876559533487
2016-07-07,661.12,0.476633471157919,0.0,0.10633292700830552,0.6,0.8012232302359551,0.8878361404912781,-2.091923581685105,1.95266138732717,0.8333701794202963
2016-07-08,658.68,0.2650003842749911,0.0,0.1086680951769509,0.6,0.6270956675404479,0.5290807906396741,-2.091923581685105,1.7203210942777807,0.5404279506021578
2016-07-11,652.26,-0.6608860199344188,0.0,0.10568362934652288,0.6,-1.0161905144898395,-0.3946223730088676,-0.7050872975091729,0.9696700554642677,-2.1581999701284813
2016-07-12,658.9,-0.6589099081810559,0.0,0.13558671143928508,0.6,-0.8441381814248127,-0.8694525155244516,-0.6786509140347669,0.9420724541155094,-1.844380384036758
2016-07-13,675.12,0.09463083514482054,0.0,0.12576460886815602,0.6,0.3056589878781102,0.3469422122610863,-1.4759901115247467,1.2736477075895698,0.022895379520082998
2016-07-14,666.69,-0.6096666740744976,0.0,0.12302949167683488,0.6,-0.8329297867426068,-0.8082663400238917,-0.36876186081826384,0.7567703631515125,-1.7951457459392377
2016-07-15,664.56,-0.9406783223934606,0.0,0.13741133182774193,0.2,-1.0229974896263367,-2.2499892998583,0.0214840672908898,0.6074010328209695,-2.0592899225945254
2016-07-18,673.5,-0.02438839758357448,0.0,0.13073156036344796,0.2,0.2650032732679641,-0.5427026399150527,-0.8112031966966381,0.9955070240095476,-0.02854644858369313
2016-07-19,667.76,-0.614750583828376,0.0,0.12792779913629748,0.2,-0.5312213373695261,-2.094381526844795,0.19537137424586187,0.6266764452293476,-1.2701978744027682
2016-07-20,660.26,-1.0837533895891118,0.0,0.1339845689382415,0.2,-1.6579233630424663,-2.3336624585671086,1.355807760556611,0.14742081015324152,-2.9304096970458358
2016-07-21,659.57,-1.1252188320002574,0.0,0.14650235925569488,0.6,-2.040827520901374,-2.3336624585671086,1.814158329961325,-0.06576251049412823,-3.0
2016-07-22,649.87,-1.175250124877485,0.0,0.1429945845505279,0.6,-2.7485452964399832,-2.3336624585671086,2.7330916270794012,-0.5271344964597328,-3.0
2016-07-25,649.3,-1.2064970593068824,0.0,0.15432096170637757,0.6,-2.7485452964399832,-2.3336624585671086,2.7169980500330335,-0.6672755915603531,-3.0
2016-07-26,648.5901,-1.2505379894847288,0.0,0.14675981715914355,0.6,-2.7485452964399832,-2.2321659706845076,2.389947683223655,-0.6619263635228081,-3.0
2016-07-27,656.11,-1.2654208472706214,0.0,0.13480529377575087,0.6,-2.7485452964399832,-1.9267456361386897,1.9253477728398745,-0.5771610766143079,-3.0
2016-07-28,657.14,-1.3352880815667298,0.0,0.12593904736997358,0.6,-2.7485452964399832,-2.0957052275092085,1.898777895613586,-0.7309677794980431,-3.0
2016-07-29,652.23,-1.3817133984870056,0.0,0.12364061555926305,0.6,-2.7485452964399832,-2.029992107459862,1.6332646707361849,-0.7632942592713675,-3.0
2016-08-01,648.38,-1.3560468229274059,0.0,0.1156326823025382,0.6,-2.7485452964399832,-1.9911098516981058,2.069913655393683,-1.1104926218926237,-3.0
2016-08-02,636.05,-1.3192653517184216,0.0,0.12607162698875743,0.6,-2.686545463415299,-1.923074649201967,2.8511074007575976,-1.837814046732439,-3.0
2016-08-03,631.61,-1.3357067998220713,0.0,0.16049580376590414,0.6,-2.522692673149116,-1.8600765654329734,2.763788342215287,-2.1206063844062446,-2.9389467183373092
2016-08-04,631.94,-1.3566770101819332,0.0,0.16288311672525435,0.6,-2.380258930038723,-1.801526955251921,2.684036634288674,-2.440849863964809,-2.8447859359428866
2016-08-05,627.39,-1.3522071207429742,0.0,0.16872983522253523,0.6,-2.2550372072299933,-1.746928361143489,2.610818881241315,-2.6107500697046455,-2.759138846878058
2016-08-08,629.46,-1.3021338871833783,0.0,0.166394528767024,0.6,-2.11574805169767,-1.6625519599415486,2.458698142529357,-2.510272243038043,-2.680795323768986
2016-08-09,637.3401,-1.2390301983597571,0.0,0.1512684906733061,0.6,-1.7254189949704748,-1.2542422864784721,1.5164088290055686,-2.123125427454114,-2.608773111901294
2016-08-10,648.33,-1.0271763707339194,0.0,0.143919000165535,0.6,-1.2482781043327222,-0.6069769889276898,0.5275139949421757,-1.6350128656213436,-2.173127889730016
2016-08-11,660.24,-0.6874371227731639,0.0,0.13995585985082037,0.6,-0.7075520643508786,0.26751416193114547,-0.5121232931263264,-1.0719032858348898,-1.4131211324848703
2016-08-12,655.71,-0.7624940738188432,0.0,0.13818753484153096,0.6,-0.8926152616062142,0.2483292598470525,-0.24876544348788024,-1.2940219155317558,-1.6253970083154177
2016-08-15,659.47,-0.5048938636862595,0.0,0.13971246852981684,0.6,-0.5186953756333542,0.7210178769407283,-0.7102497903775636,-1.0478536746374474,-0.9686883547236609
2016-08-16,658.11,-0.2772903923407819,0.0,0.1325648858482129,0.2,0.0009882797309095788,0.7303364501199092,-1.0971555801348463,-0.827098909354528,-0.19352220206535387
2016-08-17,660.51,-0.1923600360683764,0.0,0.12618088150230414,0.2,0.2815122836022051,0.6228500146366204,-1.2787346929656909,-0.7312547167867257,0.14382693117170914
2016-08-18,660.65,-0.15205008132904574,0.0,0.11875321140943744,0.2,0.4157864868363882,0.40460922859985116,-0.9950406331711856,-0.9427783787504332,0.35717288984015094
2016-08-19,662.2801,-0.1629336864757141,0.0,0.12192570067352966,0.2,0.2970751558416196,0.5728720958401798,-0.9075444162130826,-1.034189752560851,0.25711848471356374
2016-08-22,657.68,-0.31630482253528774,0.0,0.11805953850638688,0.6,-0.013196352694610133,0.2927641980973536,-0.6088542493496177,-1.2477219919650662,-0.004515716764498165
2016-08-23,659.16,-0.20836727161015606,0.0,0.12201879654347635,0.2,0.22743766093784126,0.42533667129997477,-0.7942348575721992,-1.098842879708851,0.19846704699245388
2016-08-24,660.77,-0.3543375736138579,0.0,0.11590764913153967,0.2,0.2774203596818197,-0.5472413365880329,-0.608950846094346,-1.1666714712281547,0.2737554261594244
2016-08-25,658.5,-0.408532336306882,0.0,0.11186794603502104,0.2,0.19863018585309025,-0.8225798571432654,-0.4051181393389138,-1.226110962613504,0.2125170917081831
2016-08-26,667.75,-0.007676881932326296,0.0,0.10806133396799028,0.2,0.7272056892497405,0.22424404645967802,-0.6670883548705765,-0.9601006265094443,0.6373548360089707
2016-08-29,669.44,-0.40127913729516607,0.0,0.10593689768293559,0.2,0.30744327437751845,-1.2944066013670619,-0.11498835744197002,-1.2161792744380713,0.31173527239375437
2016-08-30,672.67,0.03384392393663006,0.0,0.11410472485037655,0.2,0.7044597324553881,0.19288458302604608,-0.3553766727116526,-0.9918868847598954,0.6191388616732642
2016-08-31,674.63,0.34571638604109667,0.0,0.11039251327508602,0.2,0.9784572646297378,1.2994196674995069,-0.5842375410599139,-0.7970221998917314,0.8319647390278839
2016-09-01,669.19,0.1392975674485512,0.0,0.10678281093366826,0.2,0.8016113997269263,0.5061289682068353,-0.38698733997212315,-0.9159048964077668,0.6916397056888843
2016-09-05,664.55,-0.0935072408190259,0.0,0.10635316398489104,0.2,0.540123437273757,-0.31276645457331703,-0.10526388107151878,-1.079153026519119,0.48952372079506834
2016-09-06,663.9,0.12068095787727037,0.0,0.10868456074722592,0.2,0.7751372041251297,0.40648007267563785,-0.34852107781600583,-0.9302602665198917,0.7005688569214817
2016-09-07,661.2801,0.19350813966631422,0.0,0.10450165894448649,0.2,0.8828148129463024,0.6339890405395919,-0.45186144358087854,-0.8798912124867577,0.7824895009133129
2016-09-08,666.07,0.32453560583582275,0.0,0.09933911704819476,0.2,0.947530172380989,1.345282475506566,-0.8207633846347728,-0.6568433526052443,0.807472118531576
2016-09-09,666.88,0.2707658617005232,0.0,0.09770517597523559,0.2,0.8542870077158199,1.1709892532843176,-0.7389601744847176,-0.7020792805276228,0.7695925025148189
2016-09-12,659.76,-0.5898392983503654,0.0,0.09425665860698909,0.6,-1.0456621629697451,-0.91167411773106,-0.009817555317682698,-1.1615352944649127,0.17949263873157367
2016-09-13,659.72,-0.8459326875446114,0.0,0.11637481674825258,0.2,-1.3720014234150422,-1.8178247168688884,0.14503514248918933,-1.2529458911478568,0.0680734512195412
2016-09-14,656.64,-1.0026356843673128,0.0,0.11351490634576168,0.6,-2.054751401719865,-1.7709215796623863,0.4217002944651299,-1.43663864815795,-0.17256708676149216
2016-09-15,656.18,-1.044153903920009,0.0,0.11643690040819868,0.6,-2.0763037110795204,-1.7266138410280905,0.8479395819092003,-1.7146607658635027,-0.5511307835381318
2016-09-16,651.31,-1.0578632354865019,0.0,0.12501686447323374,0.6,-1.998716280122275,-1.6846712365116343,1.120488163253967,-1.9047027760957171,-0.8217140479568495
2016-09-19,657.89,-0.735553387729085,0.0,0.12782285398743914,0.6,-1.2103657771936203,-0.9860064472787233,0.4942901023411815,-1.583538083334054,-0.39214673318020843
2016-09-20,663.37,-0.5150721549209514,0.0,0.12332942814484542,0.6,-0.6989356408349853,-0.5105114371849956,0.11902023775954665,-1.376975160905632,-0.10795877343869058
2016-09-21,668.48,-0.36021020611737015,0.0,0.11775570682519987,0.6,-0.3595620529324093,-0.13546702886883408,-0.14385485079007854,-1.2439737522763017,0.081806654280773
2016-09-22,671.38,0.023740638157865923,0.0,0.11187942725032707,0.2,0.40554705771684757,0.8332816428755232,-0.6912585028612707,-0.9418202688718509,0.5129532619300803
2016-09-23,674.0901,0.06527969819018872,0.0,0.10968538973082927,0.2,0.3669966555905647,1.1025034132181362,-0.6620849721854214,-0.9703078548969223,0.48929124922458656
2016-09-26,677.04,0.11065301261978747,0.0,0.10416301217996513,0.2,0.5665857802030814,1.0553675360209058,-0.7666602461274468,-0.9021737098806668,0.6001457028830639
2016-09-27,684.89,0.22857097574314064,0.0,0.09928889803430459,0.2,0.995672725625653,1.0770414326323026,-1.0292989133155765,-0.7415459775059371,0.8409856112792614
2016-09-28,686.72,0.19627469042545972,0.0,0.0965818069047073,0.2,0.9976261808791397,0.9435895175636629,-1.1172171948492486,-0.6830793134668437,0.8404542620005883
2016-09-29,688.55,0.20428934097416585,0.0,0.09263061976818959,0.2,0.9883311481954263,1.0324286351068064,-1.1777447276221582,-0.6551353620367484,0.833567011227503
2016-09-30,685.73,0.15701329656267118,0.0,0.08871991452231277,0.2,0.9535336873397705,0.8512994824455737,-1.143465414765168,-0.6870754949517834,0.810774222744963
2016-10-03,683.05,0.10080286563585511,0.0,0.08578638107782864,0.2,0.8434607205051665,0.6799903613950388,-1.0077608730452783,-0.7526382797573204,0.740962399081669
2016-10-04,684.2,-0.26446375741814543,0.0,0.08502076871377393,0.2,0.20665767612475391,-0.3184479535063207,-0.5010763711063191,-1.0527374884109735,0.34328534980813213
2016-10-05,687.04,-0.2042549049584551,0.0,0.09799333862009638,0.2,0.5597846746913402,-0.5456594879765652,-0.6899573562541121,-0.9070621817352039,0.5616198264822655
2016-10-06,687.32,0.22430521658482047,0.0,0.0951240847238827,0.2,0.9669416543229075,0.9892818524758578,-1.00248712392982,-0.6461432796595195,0.8139329797146764
